Item ID	English	French	Italian	German	Swedish	Spanish	Russian	Romanian	Bulgarian	Macedonian	Finnish	Danish	Norwegian	Icelandic	Turkish	Lithuanian	Czech	Hungarian	Slovak	Polish	Dutch	Portuguese_European	Portuguese_Brazilian	Chinese	Japanese	Korean	Hindi	Thai	Abenaki	Croatian	Georgian	Greek	Serbian	Ukrainian
htd_bronze_hammer	Bronze Sledge	Luge en bronze	Slitta in bronzo	Bronzener Vorschlagshammer	Bronssläde	Almádena de Bronce	Бронзовый молот	Sledge de bronz	Бронзов шейк	Бронзена санка	Pronssikerros	Bronze slæde	Bronse Sledge	Brons sleða	Bronz Balyoz	Bronzos rogės	Bronzové kladivo	Bronz szánkó	Bronzový sánok	Brązowe sanie	Bronzen slee	Trenó de bronze	Marreta de Bronze	青铜巨锤	ブロンズスレッジ・アサー	청동 슬레지해머	कांस्य स्लेज	Bronze Sledge	Bronze Sledge	Brončana sanke	ბრინჯაოს სლაიდი	Χάλκινο έλκηθρο	Брончани санке	Бронзові сани
htd_bronze_hammer_desc	A massive heap of blunt bronze on a stick. Its weight alone yields crushing force.	Un gros morceau de bronze avec lequel il sera bon d'arpenter les sommets enneigés.	Un enorme mucchio di bronzo contundente su un bastone. Il suo peso da solo produce una forza schiacciante.	Ein gewaltiger Haufen stumpfer Bronze auf einem Stock. Allein sein Gewicht ergibt Brechkraft.	En massiv hög med trubbig brons på en pinne. Dess vikt enbart ger krossande kraft.	Un gran trozo de bronce que es muy bueno para aporrear cosas.	Большой кусок бронзы, которым очень удобно колотить различне вещи.	O grămadă masivă de bronz contondent pe un băț. Singurul ei greutate produce forță de zdrobire.	Масивна грамада от тъп бронз на пръчка. Теглото му само дава сила на смазване.	Масивна грамада на тапа бронза на стап. Само нејзината тежина дава сила на дробење.	Massiivinen kasa tylsää pronssia sauvalla. Pelkästään sen paino tuottaa murskausvoimaa.	En massiv bunke af stump bronze på en pind. Dens vægt alene giver knusende kraft.	En massiv haug med stump bronse på en pinne. Vekten alene gir knusingskraft.	Gríðarleg hrúga af barefli brons á staf. Þyngd þess ein og sér skilar algjöru krafti.	Bir şeyleri ezmek için harika bir büyük bronz balyoz.	Masyvi krūva neryškios bronzos ant lazdelės. Vien tik jo svoris suteikia gniuždymo jėgą.	Masivní hromada tupého bronzu na tyči. Už jen její váha působí drtivě.	Egy hatalmas halom tompa bronz egy boton. A súlya önmagában zúzó erőt eredményez.	Masívna hromada tupého bronzu na tyčinke. Samotná hmotnosť poskytuje drvivú silu.	Ogromna stos tępego brązu na patyku. Sam jego waga daje siłę kruszenia.	Een enorme hoop bot brons op een stok. Alleen al het gewicht levert verpletterende kracht op.	Um monte enorme de bronze contundente em um graveto. Seu peso por si só gera força de esmagamento.	Um grande pedaço de bronze que será ótimo esmagar ossos e outras coisas.	棍子上的一大堆钝青铜。光是它的重量就能产生巨大的破坏力。	鈍い青銅の塊が棒状になったもの。その重さだけで圧殺されそうな勢い。	막대기에 묶인 청동의 거대한 덩어리. 그 무게만으로도 엄청난 힘을 발휘합니다.	एक छड़ी पर कुंद कांस्य का एक विशाल ढेर। इसका वजन अकेले कुचल बल देता है।	กองสีบรอนซ์ทื่อจำนวนมากบนแท่ง น้ำหนักของมันเพียงอย่างเดียวทำให้เกิดแรงบดขยี้	A massive heap of blunt bronze on a stick. Its weight alone yields crushing force.	Masivna gomila tupe bronce na štapu. Sama njegova težina daje silu drobljenja.	ჯოხზე ბრინჯაოს მასიური ნაკვეთი ჯოხზე. მხოლოდ მისი წონა იძლევა გამანადგურებელ ძალას.	Ένας τεράστιος σωρός από αμβλύ χάλκινο σε ένα ραβδί. Το βάρος του μόνο αποδίδει τη δύναμη σύνθλιψης.	Масивна гомила тупих бронза на штапу. Само његова тежина даје силу за дробљење.	Масивна купа тупкої бронзи на палиці. Його вага поодинці дає силу подрібнення.
htd_armor_head_boar	Boar Berserker Headdress	Coiffe de sanglier berserker	Coparino di cinghiale Berserker	Wildschwein-Berserker-Kopfschmuck	Vildsvin	Casco Berserker de Jabalí	Головной убор кабана-берсерка	Headdress de boar berserker	Гладин Берсеркер глава	Борбаркер глава	Villisian berserker -päähine	Boar berserker hovedbeklædning	Boar Berserker Headdress	Boar Berserker höfuðdekk	Boar Berserker Headdress	Šerno „Berserker“ galvos apdangalas	Hlava kance	Vaddisznó fejdísz	Kanec Berserker Headress	Nakrycie dzika Berserker	Boar Berserker Hoofdtooi	Coloque de jarro Berserker	Coloque de jarro Berserker	野猪狂战士头饰	猪のバーサーカーヘッドドレス	야수 광전사의 투구	बोर्स्कर हेडड्रेस	Boar Berserker Headdress	Boar Berserker Headdress	Boar Berserker za glavu	ღორის ბერსერკერის თავსაბურავი	Κέση Boar Berserker	Боар Берсеркер Хеаддресс	Кабан Berserker головний убір
htd_armor_head_boar_desc	The severed head of a great boar, worn as a headdress.	La tête coupée d'un grand sanglier, portée comme une coiffe.	La testa tagliata di un grande cinghiale, indossato come un copricapo.	Der abgetrennte Kopf eines großen Ebers, der als Kopfschmuck getragen wird.	Det avskurna huvudet på ett stort vildsvin, som bärs som en huvudbonad.	La cabeza cortada de un gran jabalí, usada como casco.	Отрубленная голова большого вепря, которую носят как головной убор.	Capul tăiat al unui mare mistreț, purtat ca o coafură.	Отсечената глава на страхотен глиган, носена като шапка.	Отсечената глава на голема свиња, облечена како глава.	Suuren villisian katkaistu pää, jota käytetään päähineenä.	Det afskårne hoved af et stort vildsvin, båret som hovedbeklædning.	Det avskårne hodet på et flott villsvin, slitt som hodeplagg.	Hið slitna höfuð af mikilli villisvíni, borinn sem höfuðdekk.	Başlık olarak giyilen büyük bir domuzun kopmuş kafası.	Nukirsta didžiojo šerno galva, dėvima kaip galvos apdangalas.	Useknutá hlava velkého kance, která se nosí jako pokrývka hlavy.	A nagy vaddisznó levágott feje, amelyet fejdíszként viselnek.	Oddelená hlava veľkého kanca, ktorá sa nosí ako čelenka.	Odcięta głowa wielkiego dzika, noszona jako nakrycie głowy.	Het afgehakte hoofd van een groot zwijn, gedragen als hoofdtooi.	A cabeça decepada de um grande javali, usado como touca.	A cabeça decepada de um grande javali, usado como touca.	大公猪的头，不错的头部护具	大猪の切断された頭部で、頭飾りとして着用される。	큰 멧돼지의 잘린 머리로, 일부 특이한 사람들이 머리 장식으로 쓰고 있습니다.	एक महान सूअर का गंभीर सिर, एक हेडड्रेस के रूप में पहना जाता है।	หัวที่ถูกตัดของหมูป่าอันยิ่งใหญ่สวมใส่เป็นผ้าโพกศีรษะ	The severed head of a great boar, worn as a headdress.	Odsječena glava sjajne svinje, nošena kao glava.	დიდი ღორის გაჭრილი თავი, რომელსაც თავსაბურავი ეცვა.	Το κομμένο κεφάλι ενός μεγάλου αγριόχοιρου, που φοριέται ως κόμμωση.	Одсечена глава велике вепра, носи се као кретену.	Розірваний голова великого кабана, носа як головний убір.
htd_armor_chest_boar	Boar Berserker Chest	Brasssard de sanglier berserker	Cassa di cinghiale berserker	Eberserker-Brustschutz	Bröstkorg	Armadura Berserker de Jabalí	Нагрудник кабана-берсерка	Chest de boar berserker	Глиган Берсеркер гърди	Градите на свињи	Villisian berserker rintakehä	Boar Berserker Chest	Boar Berserker Chest	Boar Berserker brjóstkassa	Boar Çerakkor Göğüs	Šerno berserkerio krūtinė	Kančí berserkerský nárameník	Vaddisznó berserker mellkas	Kanec Berserker hrudník	Karka Berserker	Boar Berserker -borst	Baú de javali	Baú de javali	野猪狂战士胸甲	ボア・バーサーカー・チェスト	야수 광전사의 튜닉	बोर्स्कर चेस्ट	Boar Berserker Chest	Boar Berserker Chest	Škrinja svinja berserker	ღორის ბერსერკერის გულმკერდი	Γουρουνάκι	Боар Берсеркер Груб	Скриня Berserker
htd_armor_chest_boar_desc	A leather armband with tusks secured to it along with a leather shoulder guard also adorned with tusks.	Un brassard en cuir avec des défenses fixées dessus ainsi qu'une épaulière en cuir également ornée de défenses.	Una fascia da braccio in pelle con zanne fissate insieme a una protezione in pelle adornata anche con zanne.	Eine Lederarmbinde mit daran befestigten Stoßzähnen, zusammen mit einem Lederschulterschutz, der ebenfalls mit Stoßzähnen verziert ist.	Ett läderarmband med tänder säkrade till det tillsammans med en skinnskuldskydd också prydd med tänder.	Un brazalete de cuero con colmillos asegurados junto con una hombrera de cuero también adornada con colmillos.	Кожаная нарукавная повязка с прикрепленными к ней бивнями, а также кожаный наплечник, также украшенный бивнями.	O bandă de piele cu tusks a fost fixată împreună cu o gardă de umăr din piele, împodobită, de asemenea, cu vârfuri.	Кожена лента с двойки, закрепена към нея, заедно с предпазител на коженото рамо, също украсена с бивни.	Кожен прегратка со прицврстувачи обезбедени на него заедно со кожен чувар на рамото, исто така, украсена со мешунки.	Nahkainen käsivarsinauha, jossa on sille kiinnitetty nahan olkapäävartija, jota koristavat myös kiput.	Et læderarmbånd med tænder, der er fastgjort til det sammen med en læderskulderbeskyttelse, også pyntet med tænder.	Et skinnarmbånd med brosme festet til det sammen med en skulderbeskyttelse i lær også utsmykket med brosme.	Leðurhandlegg með tuskum fest við það ásamt leðurhafarhlíf einnig skreytt með tuskum.	Deri bir kol bandı, dişli bir deri omuz koruyucusu ile birlikte sabitlenmiş bir deri kol bandı da dişlerle süslenmiş.	Odinė rankinė su joje pritvirtintomis plunksnomis kartu su odine pečių apsauga taip pat puošė plekšnėmis.	Kožený nárameník a nárameník zdobený zvířecími kly.	Egy bőr karszalaggal, amelyhez rögzítve van, és egy bőr vállvédővel is díszítették.	Kožená náramok s klymi pripevnenými na ňu spolu s koženým strážcom ramena zdobený klymi.	Skórzana opaska z nakładami zabezpieczonymi wraz z skórzaną osłoną na ramię również ozdobioną kłótami.	Een lederen armband met slagtanden die eraan zijn beveiligd, samen met een lederen schouderwacht ook versierd met slagtanden.	Uma braçadeira de couro com presas presas, juntamente com um guarda de couro, também adornado com presas.	Uma braçadeira de couro com presas presas, juntamente com um guarda de couro, também adornado com presas.	一个镶有獠牙的皮革臂章和一个同样饰有獠牙的皮革护肩。	牙の付いた革の腕章と、同じく牙の付いた革の肩当てを固定する。	엄니로 장식된 가죽 어깨 보호대가 고정된 가죽 방어구 입니다.	टस्क के साथ एक चमड़े के आर्मबैंड ने लेदर शोल्डर गार्ड के साथ इसे सुरक्षित कर लिया, जो टस्क से भी सजी है।	ปลอกหุ้มหนังที่มีเขี้ยวยึดติดกับมันพร้อมกับตัวป้องกันไหล่หนังก็ประดับด้วยงา	A leather armband with tusks secured to it along with a leather shoulder guard also adorned with tusks.	Kožna traka s kljovama pričvršćenim zajedno s kožnim stražarom na ramenima također ukrašena kljovama.	ტყავის მკლავი, რომელსაც მას აქვს უზრუნველყოფილი, ტყავის მხრის მცველთან ერთად ასევე მორთული tusks.	Ένα δερμάτινο περιβραχιόνιο με χαμογελαστά ασφαλή σε αυτό μαζί με έναν δερμάτινο φρουρό ώμου επίσης διακοσμημένο με χαυλιές.	Кожна трака са кљовим причвршћеним према њему заједно са кожном чуваром раменом такође је украшена кљовима.	Шкіряна пов'язка з бивнями, закріпленими до неї разом із шкіряною охороною плечей, також прикрашена бивнями.
htd_armor_legs_boar	Boar Berserker Skirt	Jupe de sanglier berserker	Gonna berserker di cinghiale	Eberserker-Lendenschurz	Bals berserker kjol	Falda Berserker de Jabalí	Поножи кабана-берсерка	Fusta boar berserker	Пола на глиган Берсеркер	Здолниште на свињи	Villisian berserker -hame	Boar berserker nederdel	Boar Berserker Skirt	Boar berserker pils	Boar Berserker Etek	Šerno berserkerio sijonas	Kančí sukně Berserker	Vaddisznó berserker szoknya	Sukňa kania Berserker	Spódnica dzika Berserker	Zwerver	Salia Berserk do javali	Salia Berserk do javali	野猪狂战士裤裙	ボア・バーサーカー・スカート	야수 광전사의 스커트	बोर्स्कर स्कर्ट	Boar Berserker Skirt	Boar Berserker Skirt	Suknja svinje berserker	ღორის ბერსერკერის ქვედაკაბა	Φούστα Boar Berserker	Боар Берсеркер Сукња	Спідниця
htd_armor_legs_boar_desc	A thick skirt made with leather paired with form fitting leather boots.	Une jupe épaisse en cuir associée à des bottes en cuir moulantes.	Una gonna spessa a base di pelle abbinata a stivali in pelle che si adattano a forma.	Ein dicker Rock aus Leder gepaart mit enganliegenden Lederstiefeln.	En tjock kjol gjord med läder i kombination med formbeslagande läderstövlar.	Una falda gruesa hecha con cuero combinada con botas de cuero ajustadas.	Толстаые штаны из кожи в сочетании с облегающими кожаными сапогами.	O fustă groasă făcută cu piele împerecheată cu cizme din piele care se potrivesc.	Дебела пола, изработена с кожа, сдвоена с форма на кожени ботуши.	Дебело здолниште направено со кожа спарено со форми фитинг кожни чизми.	Paksu hame, joka on valmistettu nahkalla pariksi muodollisilla nahkakengillä.	Et tykt nederdel lavet med læder parret med formmontering af læderstøvler.	Et tykt skjørt laget med skinn sammen med formmontering av lærstøvler.	Þykkt pils búið til með leðri parað með formi passandi leðurstígvél.	Form takan deri botlarla eşleştirilmiş deri ile yapılmış kalın bir etek.	Storas sijonas, pagamintas iš odos, suporuotas su formos odiniais batais.	Silná kožená bederní rouška spojená s přiléhavými koženými botami.	Vastag soknya, bőrrel párosítva, illeszkedő bőrcsizmával.	Hrubá sukňa vyrobená z kože spárovanej s formovacími koženými topánkami.	Gęsta spódnica wykonana ze skóry w połączeniu ze skórzanymi butami.	Een dikke rok gemaakt met leer gecombineerd met vorm passende lederen laarzen.	Uma saia grossa feita com couro emparelhada com botas de couro de forma.	Uma saia grossa feita com couro emparelhada com botas de couro de forma.	猪皮制成的厚裙子，搭配合身的皮靴。	レザーを使った厚手のスカートに、体にフィットするレザーブーツを合わせた。	가죽으로 제작된 두꺼운 스커트와 포멀핏 가죽 부츠 입니다.	चमड़े के साथ एक मोटी स्कर्ट बनाई गई है, जो कि चमड़े के जूते के साथ है।	กระโปรงหนาที่ทำจากหนังจับคู่กับรองเท้าบูทหนังพอดี	A thick skirt made with leather paired with form fitting leather boots.	Debela suknja napravljena od kože uparene s kožnim čizmama u obliku oblika.	სქელი ქვედაკაბა, რომელიც დამზადებულია ტყავისგან დაწყვილებული ფორმის დამონტაჟებული ტყავის ჩექმებით.	Μια παχιά φούστα φτιαγμένη με δέρμα σε συνδυασμό με δερμάτινες μπότες.	Густа сукња направљена од коже упарених са обликом који одговара кожним чизмама.	Товста спідниця, виготовлена ​​зі шкіри в парі з формою, що підготують шкіряні чоботи.
htd_armor_shoulder_boar	Boar Berserker Scarf	Foulard de sanglier berserker	Sciarpa di cinghiale berserker	Eberserker-Umhang	Vildsvin	Bufanda Berserker de Jabalí	Шарф Берсерка	Eșarfă de boar berserker	Шарф на глиган Берсеркер	Шамија на свињи	Villisian berserker huivi	Boar berserker tørklæde	Boar Berserker Scarf	Boar Berserker trefil	Boar Berserker Eşarp	Šerno „Berserker“ šalikas	Kančí plášť Berserker	Vaddisznó berserker sál	Šál	Dzik Berserker Scarf	Boar Berserker -sjaal	Lenço Berserker de javali	Lenço Berserker de javali	野猪狂战士围脖	ボア・バーサーカー・スカーフ	야수 광전사의 망토	बोर्स्कर स्कार्फ	Boar Berserker Scarf	Boar Berserker Scarf	Šal svinje berserker	ღორის ბერსერკერის შარფი	Boar Berserker μαντήλι	Боар Берсеркер Сцарф	Кабан Берсеркер шарф
htd_armor_shoulder_boar_desc	Two pieces of leather make up this scarf, secured together with a pin made from a boar tusk.	Deux pièces de cuir composent cette écharpe, fixées ensemble par une épingle en défense de sanglier.	Due pezzi di pelle compongono questa sciarpa, fissati insieme a un perno realizzato con una zanna di cinghiale.	Dieser Schal besteht aus zwei Lederstücken, die mit einer Nadel aus einem Keilerzahn zusammengehalten werden.	Två bitar av läder utgör denna halsduk, säkrad tillsammans med en stift gjord av en vildsvin.	Dos piezas de cuero forman esta bufanda, unidas con un alfiler hecho con un colmillo de jabalí.	Этот шарф состоит из двух кусков кожи, скрепленных булавкой из клыка кабана.	Două bucăți de piele alcătuiesc această eșarfă, fixate împreună cu un știft confecționat dintr -o tusk de mistreț.	Две парчета кожа съставляват този шал, закрепени заедно с щифт, направен от глиган биск.	Две парчиња кожа ја сочинуваат оваа шамија, обезбедени заедно со игла направена од свиња од свињи.	Kaksi nahkapalaa muodostavat tämän huivin, kiinnitetty yhdessä villisian tuskasta valmistetun tapin kanssa.	To stykker læder udgør dette tørklæde, sikret sammen med en stift lavet af en vildtskør.	To skinnstykker utgjør dette skjerfet, festet sammen med en tapp laget av en villsvink.	Tveir leðurstykki samanstanda af þessum trefil, fest saman með pinna úr boar tusk.	İki parça deri, bir domuz dişlisiden yapılmış bir pim ile birlikte sabitlenmiş bu eşarp oluşturur.	Šį šaliką sudaro du odos gabalėliai, pritvirtinti kartu su kaiščiu, pagamintu iš šerno šerdies.	Tento plášť tvoří dva kusy kůže, které jsou spojeny sponou z kančího klu.	Két darab bőr alkotja ezt a sálat, amelyet egy vaddisznóból készült csapmal rögzítenek.	Túto šálku tvoria dva kúsky kože, zabezpečené spolu s kolíkom vyrobeným z klaňa.	Dwa kawałki skóry składają się na ten szalik, zabezpieczone szpilką wykonaną z knańki dzika.	Twee stukken leer vormen deze sjaal, beveiligd samen met een speld gemaakt van een zwijnt -slagtand.	Dois pedaços de couro compõem esse lenço, presos com um alfinete feito de uma presa de javali.	Dois pedaços de couro compõem esse lenço, presos com um alfinete feito de uma presa de javali.	这款围巾由两片皮革制成，用一枚野猪牙制成的别针固定在一起。	2枚の革を猪の牙で作ったピンで留めたスカーフです。	두 장의 가죽으로 구성된 이 망토는 멧돼지 엄니로 만든 핀으로 고정되어 있습니다.	चमड़े के दो टुकड़े इस दुपट्टे को बनाते हैं, जो एक सूअर के टस्क से बने पिन के साथ एक साथ सुरक्षित है।	หนังสองชิ้นประกอบไปด้วยผ้าพันคอนี้ยึดติดกับหมุดที่ทำจากหมัดหมูป่า	Two pieces of leather make up this scarf, secured together with a pin made from a boar tusk.	Dva komada kože čine ovaj šal, pričvršćeni zajedno s pinom napravljenom od svinje.	ტყავის ორი ცალი შეადგინეთ ეს შარფი, რომელიც უზრუნველყოფილია ღორის ტუშისგან დამზადებულ ქინძისთავთან ერთად.	Δύο κομμάτια δέρματος αποτελούν αυτό το μαντήλι, ασφαλισμένα μαζί με μια καρφίτσα από ένα αγριόχοιρο.	Два комада коже чине овај шал, причвршћени заједно са ПИН-ом направљеном од вепра квчеве.	Два шматки шкіри складають цей шарф, закріплені разом з шпилькою, виготовленою з кабанного тубсу.
htd_se_set_boar	Boarserker	Sanglier	Boarserker	Eberserker	Svängare	Furia Jabalí	Boarserker	Boarserker	Гуаркер	Boarserker	Ylhäällä oleva	Boarserker	Boarserker	Boarserker	Boarserker	„Boarserker“	Boarserker	Durván	Kanec	Bararerker	Zwerenker	BoarSerker	BoarSerker	野猪狂战士	ボアサーカー！！！！	멧돼지	बोरसेकर	Boarserker	Boarserker	Bojur	ბარსერკერი	Καραμέλης	БУРАРЕРКЕР	Богослов'я
htd_se_set_boar_desc	You are filled then the tenacity and rage of a great boar. You gain 20% more damage.	Vous êtes alors rempli de la ténacité et de la rage d'un grand sanglier. Vous gagnez 20% de dégâts supplémentaires.	Sei pieno quindi la tenacia e la rabbia di un grande cinghiale. Ottieni il 20% in più di danni.	Du wirst von der Hartnäckigkeit und Wut eines großen Ebers erfüllt. du erhälst 20 % mehr Schaden.	Du är fylld sedan uthållighet och raseri av ett stort vildsvin. Du får 20% mer skada.	Estás lleno de la tenacidad y la rabia de un gran jabalí. Obtienes un 20% más de daño.	Тогда вы наполнены упорством и яростью большого вепря. Вы получаете на 20% больше урона.	Ești umplut decât tenacitatea și furia unui mare mistreț. Câștigi cu 20% mai multe daune.	Вие сте запълнени след упоритостта и яростта на голям глиган. Получавате 20% повече щети.	Вие сте исполнети, тогаш издржливоста и бесот на голема свиња. Добивате 20% поголема штета.	Olet täynnä suuren villisian sitkeyttä ja raivoa. Saat 20% enemmän vaurioita.	Du er derefter fyldt med vedholdenhed og raseri af et stort vildsvin. Du får 20% mere skade.	Du er fylt da iherdighet og raseri av et stort villsvin. Du får 20% mer skade.	Þú ert fyllt þá þrautseigju og reiði í mikilli villisvín. Þú færð 20% meira tjón.	O zaman büyük bir domuzun azim ve öfkesi dolu. % 20 daha fazla hasar kazanırsınız.	Tu esi užpildytas tada didelio šerno atkaklumas ir įniršis. Jūs gaunate 20% daugiau žalos.	Naplněn houževnatostí a zuřivostí velkého kance získáš o 20 % větší poškození.	Ön kitöltötte, majd egy nagy vaddisznó kitartása és haragja. 20% -kal több károkat szerez.	Ste naplnení a potom húževnatosť a zlosť veľkého kanca. Získate o 20% viac škody.	Jesteś wypełniony, a następnie wytrwałość i wściekłość wielkiego dzika. Zyskujesz o 20% więcej szkód.	Je bent gevuld dan de vasthoudendheid en woede van een groot zwijn. Je krijgt 20% meer schade.	Você está cheio da tenacidade e raiva de um grande javali. Você ganha 20% mais danos.	Você está cheio da tenacidade e raiva de um grande javali. Você ganha 20% mais danos.	你充满了野猪的坚韧和愤怒。你获得20%的额外伤害。	あなたは偉大なイノシシの粘り強さと怒りに満ちています。ダメージが 20% 増加します。	당신은 큰 멧돼지의 강인함과 분노를 가득 채 웁니다. 당신은 20% 더 많은 손상을 얻습니다.	आप एक महान सूअर का तप और क्रोध भरे हुए हैं। आप 20% अधिक नुकसान प्राप्त करते हैं।	คุณเต็มไปด้วยความดื้อรั้นและความโกรธของหมูป่าที่ดี คุณได้รับความเสียหายมากขึ้น 20%	You are filled then the tenacity and rage of a great boar. You gain 20% more damage.	Ispunjeni ste tada upornost i bijes sjajne svinje. Dobijete 20% više štete.	თქვენ შეავსეთ შემდეგ დიდი ღორის სიმტკიცე და გაბრაზება. თქვენ მიიღებთ 20% მეტ ზიანს.	Είστε γεμάτοι από την αντοχή και την οργή ενός μεγάλου αγριόχοιρου. Κερδίζετε 20% περισσότερη ζημιά.	Испуњени сте тада упорност и бес од велике вепра. Добивате 20% више штете.	Ви заповнені, ніж завзятість і лють чудового кабана. Ви отримуєте на 20% більше шкоди.
htd_se_equip_unholyregen	Unholy Regeneration	Régénération impie	Rigenerazione empia	Unheilige Wiedergeburt	Ohemlig förnyelse	Regeneracion Impura	Нечестивая регенерация	Regenerare nepătrunsă	Нечестива регенерация	Несовесна регенерација	Epäpyhä uudistuminen	Uhellig regenerering	Uholisk regenerering	Óheilbrigð endurnýjun	Kutsal olmayan yenilenme	Nešventas regeneracija	Bezbožná regenerace	Szentségtelen regeneráció	Neochvejná regenerácia	Bezbożna regeneracja	Onheilige regeneratie	Regeneração profana	Regeneração profana	不洁治愈	不自然な癒し	거룩하지 않은 재생	अपवित्र उत्थान	การฟื้นฟูที่ไม่บริสุทธิ์	Unholy Regeneration	Nečasna regeneracija	არაკეთილსინდისიერი რეგენერაცია	Ανέντιμη αναγέννηση	Нечасно регенерација	Нечестиве відродження
htd_se_equip_unholyregen_desc	Unnatural healing	Guérison surnaturelle	Guarigione innaturale	Unnatürliche Heilung	Onaturlig läkning	Regeneracion Innatural	Неестественное исцеление	Vindecare nenaturală	Неестествено изцеление	Неприродно заздравување	Luonnoton paraneminen	Unaturlig helbredelse	Unaturlig helbredelse	Óeðlileg lækning	Doğal olmayan iyileşme	Nenatūralus gydymas	Nepřirozené léčení	Természetellenes gyógyulás	Neprirodzené uzdravenie	Nienaturalne uzdrowienie	Onnatuurlijke genezing	Cura não natural	Cura não natural	非自然回血	不自然な癒し。	부 자연스러운 치유	अप्राकृतिक चिकित्सा	การรักษาที่ผิดธรรมชาติ	Unnatural healing	Neprirodno liječenje	არაბუნებრივი განკურნება	Αφύσικη θεραπεία	Неприродно исцељивање	Неприродне зцілення
htd_wood_sword	Wood Sword (Stick)	Epée en bois	Wood Sword (Stick)	Holzschwert (Stock)	Trägvärd (pinne)	Espada de madera (palo)	Деревянный меч	Sabie de lemn (stick)	Дървен меч (пръчка)	Вуд меч (стап)	PUUMAA (STIKA)	Træsværd (pind)	Tresverd (pinne)	Tré sverð (stafur)	Ahşap Kılıç (Çubuk)	Medžio kardas (lazda)	Dřevěná hůl	Fa kard (bot)	Wood Sword (palica)	Wood miecz (kij)	Houtzwaard (stok)	Espada de madeira (pau)	Espada de madeira (pau)	木剑	ひのきのぼう	나무 검 (스틱)	लकड़ी की तलवार (छड़ी)	ดาบไม้ (ไม้)	Wood Sword (Stick)	Drveni mač (štap)	ხის ხმალი (ჯოხი)	Ξύλο σπαθί (ραβδί)	Друмски мач (Стицк)	Деревний меч (палиця)
